date,PX,ret_1d,logret_1d,sma_5,sma_20,ema_12,ema_26,sma_cross,bb_mid_20,bb_up_20,bb_lo_20,bb_pos,rsi_14,macd,macd_sig_9,macd_hist,vol_20d,roc_12,Volume,avg_sentiment,sentiment_lag1,z_rsi,z_macd,z_px_roc,composite,signal,future_ret
2025-07-03,498.84,0.0157812213647192,0.0156579926663041,495.066,483.208,489.6588579122157,477.86180701898974,1,483.208,503.92995642056,462.4860435794399,0.7543689255368837,72.7730116295072,11.7970508932259,12.282335445208052,-0.4852845519821525,0.1245869200330173,0.0411153316358474,13984829.0,0.0,0.0,0.3723055270682364,0.1261719289882414,-0.3703186300573225,-0.023607432859355237,1,-0.0022452088846122153
2025-07-07,497.72,-0.0022452088846122,-0.0022477331451158,495.4219999999999,484.71,490.8990336180286,479.3327842768424,1,484.71,505.0440875327696,464.3759124672305,0.6398123337982909,71.11217338264919,11.56624934118622,12.139118224403688,-0.5728688832174669,0.125038188285397,0.0411681030876076,13981605.0,0.0,0.0,0.1988225950939966,0.09181172930745633,-0.3655914059907757,-0.06523954075110809,0,-0.002210077955477008
2025-07-08,496.62,-0.002210077955477,-0.002212523782071,495.264,486.0220000000001,491.77918229217806,480.61331877485406,1,486.0220000000001,505.84266502683823,466.20133497316186,0.5346944709296947,69.43606749392032,11.165863517324,11.944467282987752,-0.7786037656637532,0.1259993376257014,0.0341079460269864,11846586.0,0.0,0.0,0.023863384417690706,0.03283610465273973,-0.4796007829673237,-0.15487857099184024,0,0.013873786798759502
2025-07-09,503.51,0.0138737867987595,0.0137784268092186,497.5559999999999,487.56000000000006,493.5839234779969,482.309369235976,1,487.56000000000006,507.8134176453423,467.30658235465785,0.7875214089444322,73.62881213491829,11.274554242020828,11.810484674794369,-0.5359304327735401,0.1318248494725724,0.0546920821114369,18659538.0,0.0,0.0,0.4600830712127898,0.04848287832295112,-0.1278253263503015,0.05939846960069023,1,-0.004031697483664609
2025-07-10,501.48,-0.0040316974836646,-0.0040398466867537,499.634,489.088,494.798704481382,483.729415959237,1,489.088,508.6550804104841,469.5209195895159,0.6333085846246292,70.55770392098201,11.069288522144916,11.662245444264478,-0.5929569221195621,0.1319401841784478,0.0318518518518518,16498740.0,0.0,0.0,0.1333735127572074,0.017684505616357326,-0.514655223095172,-0.14903349912777936,0,0.003669139347531214
2025-07-11,503.32,0.0036691393475312,0.0036624244759427,500.53,490.62299999999993,496.1096730227078,485.1805703326269,1,490.62299999999993,509.5570451929666,471.68895480703327,0.6705909841557013,71.70954796447468,10.929102690080867,11.515616893427756,-0.5865142033468889,0.1319430751151839,0.0269531329701495,16459512.0,0.0,0.0,0.25421993811532806,-0.0034038730958558046,-0.5924480615213248,-0.157363802183362,0,-0.000596042279265685
2025-07-14,503.02,-0.0005960422792656,-0.0005962199830811,501.59,491.8304999999999,497.17280024998354,486.5020095672472,1,491.8304999999999,510.6887373178865,472.9722626821133,0.5933481380779463,71.22031690374655,10.670790682736367,11.34665165128948,-0.6758609685531116,0.1270662860844482,0.0218376094419729,12058848.0,0.0,0.0,0.19971336119822305,-0.042304393561071636,-0.6730724239045376,-0.20620877451721142,0,0.005566379070414795
2025-07-15,505.82,0.0055663790704147,0.0055509440341215,503.43,493.3735,498.50313867306295,487.93297182152514,1,493.3735,511.4536295698912,475.2933704301088,0.6884076771621784,73.06720237487019,10.570166851537806,11.191354691339145,-0.6211878398013386,0.1209975612429434,0.0168258116393607,14927202.0,0.0,0.0,0.3966904986143996,-0.05725391567637721,-0.7507616257117377,-0.19774194819532254,0,-0.00039539757225892647
2025-07-16,505.62,-0.0003953975722589,-0.0003954757624904,503.852,494.6975000000001,499.5980404156686,489.2431220569677,1,494.6975000000001,512.2597644206221,477.13523557937793,0.6219300506132027,72.70828498060742,10.3549183587009,11.024067424811497,-0.669149066110597,0.1197211817539646,0.0195184901399363,15154374.0,0.0,0.0,0.32769122447747195,-0.1348712449339692,-0.7356048826561745,-0.225641275267659,0,0.012024840789525593
2025-07-17,511.7,0.0120248407895255,0.0119531167987289,505.896,496.3805,501.4598803517196,490.9065944971923,1,496.3805,513.6707180742044,479.09028192579575,0.8860212135123671,76.48920588375793,10.553285854527246,10.929911110754649,-0.3766252562274008,0.1225014906580418,0.0287288152630624,17503129.0,0.0,0.0,0.8060785897447797,-0.15610902546624522,-0.6207348120575429,-0.09506872263774535,0,-0.0032245456322063104
2025-07-18,510.05,-0.0032245456322063,-0.0032297556825181,507.242,497.871,502.78143722068575,492.3246245344373,1,497.871,514.4266667353975,481.3153332646025,0.735639355071109,73.51278272284505,10.45681268624844,10.835291425853406,-0.3784787396049651,0.1246219810612572,0.0365816482064831,21209666.0,0.0,0.0,0.3785430884887397,-0.23848608046652062,-0.4993619803863662,-0.15868959555411039,0,1.9605920988041703e-05
2025-07-21,510.06,1.9605920988041703e-05,1.960572879448489e-05,508.65,499.504,503.901216109811,493.6383560504049,1,499.504,513.8537961108156,485.1542038891845,0.7356202080142371,73.51950817205704,10.26286005940608,10.72080515256394,-0.4579450931578606,0.1206865358014059,0.0386283573275774,14066805.0,0.0,0.0,0.3566032646047401,-0.3561121426300008,-0.45989639925916487,-0.17867112247725986,0,-0.009391052033094205
2025-07-22,505.27,-0.0093910520330942,-0.0094354259928562,508.54,500.4675,504.1117982467632,494.4999593059305,1,500.4675,513.529507381832,487.40549261816807,0.3676693680850152,65.00513229621254,9.611838940832683,10.499011910217687,-0.8871729693850057,0.1158424753444336,0.0128899045786223,13868644.0,0.0,0.0,-1.3193321250940828,-0.5927800971419165,-0.9198045926253045,-0.7339930567231523,0,0.00118748391948853
2025-07-23,505.87,0.0011874839194885,0.0011867794181265,508.59,501.2555,504.3822908241842,495.3421845425282,1,501.2555,513.5665262516718,488.9444737483283,0.3748265908679503,65.54343019731176,9.040106281655994,10.207230784505352,-1.167124502849358,0.1132959306442942,0.0163746684883066,16396585.0,0.0,0.0,-1.3411812112239732,-0.8444640970594544,-0.8262414987835409,-0.7685367910838976,0,0.009903730207365458
2025-07-24,510.88,0.0099037302073654,0.0098550096838789,508.426,502.186,505.3819383896943,496.4931338356743,1,502.186,514.4505546618524,489.9214453381476,0.7088720495528297,69.73036902499955,8.888804554020055,9.943545538408292,-1.0547409843882374,0.1166995028595902,0.0287141073657928,16107000.0,0.0,0.0,-0.56671009268599,-1.02102220787319,-0.6069300985186344,-0.5810231049870176,0,0.00553946132164107
2025-07-25,513.71,0.005539461321641,0.0055241749320338,509.158,502.999,506.6631786374337,497.768457255254,1,502.999,516.0708273196451,489.9271726803548,0.8193957690905934,71.81386870778573,8.894721382179682,9.73378070716257,-0.8390593249828875,0.1131252958226161,0.0202577903120098,19125699.0,0.0,0.0,-0.15047127110748248,-1.1736131371442928,-0.7611207469501445,-0.5898897999401203,0,-0.002355414533491751
2025-07-28,512.5,-0.0023554145334917,-0.0023581928859426,509.646,503.82700000000006,507.56115115475154,498.8596826437537,1,503.82700000000006,517.1123145675531,490.5416854324471,0.6528260927432014,69.60775665225589,8.70146851099787,9.52731826792963,-0.8258497569317598,0.1127790374203729,0.0219749541357581,14308027.0,0.0,0.0,-0.9238239463533917,-1.4116012374646103,-0.7308515164968205,-0.793463129410718,0,0.00013658536585370307
2025-07-29,512.57,0.0001365853658537,0.0001365760389218,511.1060000000001,504.585,508.3317432847898,499.8752617071793,1,504.585,518.0573412571206,491.1126587428795,0.5926957941166826,69.66581289918811,8.456481577610475,9.3131509298658,-0.8566693522553237,0.1127868659270374,0.0183779702773585,16469235.0,0.0,0.0,-0.9097259309614432,-1.6038580019245647,-0.7733259468273802,-0.8535737680630128,0,0.0013071385371752342
